statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
21611;Kulturstatistik;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DW;Deutsche Welle (DW);HFSAT1;Art der Hörfunksendung;;Insgesamt;38501;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-WDR;Westdeutscher Rundfunk (WDR);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;21557;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-WDR;Westdeutscher Rundfunk (WDR);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;19550;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-NDR;Norddeutscher Rundfunk (NDR);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;20157;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2007;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DLF;Deutschlandfunk (DLF);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;1748;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-HR;Hessischer Rundfunk (HR);HFSAT1;Art der Hörfunksendung;;Insgesamt;57960;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-NDR;Norddeutscher Rundfunk (NDR);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;51571;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-RB;Radio Bremen (RB);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;15486;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2003;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DLF;Deutschlandfunk (DLF);HFSAT1;Art der Hörfunksendung;SEND-WERBUNG;Werbefunk;-;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-BR;Bayerischer Rundfunk (BR);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;20273;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DKULTUR;Deutschlandfunk Kultur (DKULTUR);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;4024;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DLF;Deutschlandfunk (DLF);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;7574;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DW;Deutsche Welle (DW);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;37964;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-WDR;Westdeutscher Rundfunk (WDR);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;34836;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DLF;Deutschlandfunk (DLF);HFSAT1;Art der Hörfunksendung;;Insgesamt;9366;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2002;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-RBB;Rundfunk Berlin-Brandenburg (RBB);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;24541;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2003;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-BR;Bayerischer Rundfunk (BR);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;22519;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-SWR;Südwestrundfunk (SWR);HFSAT1;Art der Hörfunksendung;;Insgesamt;76355;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2006;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-SR;Saarländischer Rundfunk (SR);HFSAT1;Art der Hörfunksendung;;Insgesamt;35040;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-BR;Bayerischer Rundfunk (BR);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;23909;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DKULTUR;Deutschlandfunk Kultur (DKULTUR);HFSAT1;Art der Hörfunksendung;;Insgesamt;9352;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2004;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-MDR;Mitteldeutscher Rundfunk (MDR);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;22075;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DWISSEN;Deutschlandfunk Nova (DNOVA);HFSAT1;Art der Hörfunksendung;SEND-WERBUNG;Werbefunk;-;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2023;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-NDR;Norddeutscher Rundfunk (NDR);HFSAT1;Art der Hörfunksendung;;Insgesamt;70830;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2002;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DKULTUR;Deutschlandfunk Kultur (DKULTUR);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;4209;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-RBB;Rundfunk Berlin-Brandenburg (RBB);HFSAT1;Art der Hörfunksendung;;Insgesamt;65590;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DW;Deutsche Welle (DW);HFSAT1;Art der Hörfunksendung;;Insgesamt;37549;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-HR;Hessischer Rundfunk (HR);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;21929;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DLF;Deutschlandfunk (DLF);HFSAT1;Art der Hörfunksendung;;Insgesamt;9353;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-WDR;Westdeutscher Rundfunk (WDR);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;32996;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-RBB;Rundfunk Berlin-Brandenburg (RBB);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;37592;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-RB;Radio Bremen (RB);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;19074;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-BR;Bayerischer Rundfunk (BR);HFSAT1;Art der Hörfunksendung;;Insgesamt;45380;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-MDR;Mitteldeutscher Rundfunk (MDR);HFSAT1;Art der Hörfunksendung;;Insgesamt;64547;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2007;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-SR;Saarländischer Rundfunk (SR);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;5025;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DKULTUR;Deutschlandfunk Kultur (DKULTUR);HFSAT1;Art der Hörfunksendung;;Insgesamt;9366;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-SWR;Südwestrundfunk (SWR);HFSAT1;Art der Hörfunksendung;;Insgesamt;81584;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-MDR;Mitteldeutscher Rundfunk (MDR);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;23091;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DWISSEN;Deutschlandfunk Nova (DNOVA);HFSAT1;Art der Hörfunksendung;SEND-WERBUNG;Werbefunk;-;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-HR;Hessischer Rundfunk (HR);HFSAT1;Art der Hörfunksendung;;Insgesamt;54429;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-RB;Radio Bremen (RB);HFSAT1;Art der Hörfunksendung;SEND-WERBUNG;Werbefunk;362;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-MDR;Mitteldeutscher Rundfunk (MDR);HFSAT1;Art der Hörfunksendung;;Insgesamt;64919;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-NDR;Norddeutscher Rundfunk (NDR);HFSAT1;Art der Hörfunksendung;SEND-WERBUNG;Werbefunk;191;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2007;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-RBB;Rundfunk Berlin-Brandenburg (RBB);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;29033;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2000;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-WDR;Westdeutscher Rundfunk (WDR);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;34211;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DW;Deutsche Welle (DW);HFSAT1;Art der Hörfunksendung;;Insgesamt;35293;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-HR;Hessischer Rundfunk (HR);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;30457;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2002;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DLF;Deutschlandfunk (DLF);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;2586;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-MDR;Mitteldeutscher Rundfunk (MDR);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;24528;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-HR;Hessischer Rundfunk (HR);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;31919;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-BR;Bayerischer Rundfunk (BR);HFSAT1;Art der Hörfunksendung;SEND-WERBUNG;Werbefunk;351;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DLF;Deutschlandfunk (DLF);HFSAT1;Art der Hörfunksendung;SEND-WERBUNG;Werbefunk;-;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-RB;Radio Bremen (RB);HFSAT1;Art der Hörfunksendung;;Insgesamt;35040;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DKULTUR;Deutschlandfunk Kultur (DKULTUR);HFSAT1;Art der Hörfunksendung;;Insgesamt;9394;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-HR;Hessischer Rundfunk (HR);HFSAT1;Art der Hörfunksendung;;Insgesamt;53253;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DWISSEN;Deutschlandfunk Nova (DNOVA);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;5040;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-SWR;Südwestrundfunk (SWR);HFSAT1;Art der Hörfunksendung;;Insgesamt;75159;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-RB;Radio Bremen (RB);HFSAT1;Art der Hörfunksendung;SEND-WERBUNG;Werbefunk;386;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DW;Deutsche Welle (DW);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;0;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-BR;Bayerischer Rundfunk (BR);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;29177;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2004;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-MDR;Mitteldeutscher Rundfunk (MDR);HFSAT1;Art der Hörfunksendung;;Insgesamt;65080;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DKULTUR;Deutschlandfunk Kultur (DKULTUR);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;3860;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-RBB;Rundfunk Berlin-Brandenburg (RBB);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;32741;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DLF;Deutschlandfunk (DLF);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;1758;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-NDR;Norddeutscher Rundfunk (NDR);HFSAT1;Art der Hörfunksendung;;Insgesamt;72670;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2004;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DKULTUR;Deutschlandfunk Kultur (DKULTUR);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;4068;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-NDR;Norddeutscher Rundfunk (NDR);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;19946;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DW;Deutsche Welle (DW);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;40096;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2006;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-RB;Radio Bremen (RB);HFSAT1;Art der Hörfunksendung;;Insgesamt;35040;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-NDR;Norddeutscher Rundfunk (NDR);HFSAT1;Art der Hörfunksendung;;Insgesamt;73404;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2002;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-RB;Radio Bremen (RB);HFSAT1;Art der Hörfunksendung;;Insgesamt;35040;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DWISSEN;Deutschlandfunk Nova (DNOVA);HFSAT1;Art der Hörfunksendung;;Insgesamt;8784;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2004;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DLF;Deutschlandfunk (DLF);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;6741;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DKULTUR;Deutschlandfunk Kultur (DKULTUR);HFSAT1;Art der Hörfunksendung;;Insgesamt;9299;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2005;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-SWR;Südwestrundfunk (SWR);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;34434;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-BR;Bayerischer Rundfunk (BR);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;21522;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-BR;Bayerischer Rundfunk (BR);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;21295;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2006;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-RB;Radio Bremen (RB);HFSAT1;Art der Hörfunksendung;SEND-WERBUNG;Werbefunk;396;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DLF;Deutschlandfunk (DLF);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;8639;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-SWR;Südwestrundfunk (SWR);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;26059;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DWISSEN;Deutschlandfunk Nova (DNOVA);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;-;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2009;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DW;Deutsche Welle (DW);HFSAT1;Art der Hörfunksendung;SEND-WERBUNG;Werbefunk;-;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DLF;Deutschlandfunk (DLF);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;8531;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2008;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-NDR;Norddeutscher Rundfunk (NDR);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;22089;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-BR;Bayerischer Rundfunk (BR);HFSAT1;Art der Hörfunksendung;SEND-WERBUNG;Werbefunk;357;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-DLF;Deutschlandfunk (DLF);HFSAT1;Art der Hörfunksendung;SEND-MUSIK;Musiksendungen;806;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2001;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-SR;Saarländischer Rundfunk (SR);HFSAT1;Art der Hörfunksendung;;Insgesamt;41835;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-RBB;Rundfunk Berlin-Brandenburg (RBB);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;35252;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2003;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-NDR;Norddeutscher Rundfunk (NDR);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;53293;h;SEND01;Sendezeit
21611;Kulturstatistik;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;RFOER1;Öffentlich-rechtliche Rundfunkanstalten;RFA-RB;Radio Bremen (RB);HFSAT1;Art der Hörfunksendung;SEND-WORT;Wortsendungen;15982;h;SEND01;Sendezeit
